user_name;text;;;;;;;;;;;;
Nurul;@ainfateha11 eh tak lah. Setakat ni tak pernah lg pos laju buat silap as long as alamat yg kita tulis tepat dan jelas ;;;;;;;;;;;;
Shelby;I'm at Poslaju in Kuantan  Pahang https://www.swarmapp.com/c/2k0zqf5q5si ;;;;;;;;;;;;
Ermylia;I'm at PosLaju in George Town  Penang https://www.swarmapp.com/c/bWoPf0JO8oC ;;;;;;;;;;;;
Zack Zakwan;Kasut dah sampai (@ Pos Laju National Courier) https://www.swarmapp.com/c/dfbP64XaDKy ;;;;;;;;;;;;
EIon Musk;Wtf is this collecting centre so secluded one? (@ Poslaju Balakong in Seri Kembangan  Selangor) https://www.swarmapp.com/c/eIr5ORU4Lpg ;;;;;;;;;;;;
Nafis Azeman;Laju2 (@ Pos Laju ( National Courier ) in Muar  Johor) https://www.swarmapp.com/c/0qoM3QUsuTu ;;;;;;;;;;;;
noname;Kekadang pelik bila beli barang online ni aku yang kena minta no acc aku yg kena minta no track pos laju. Aku ke diorang yg jual? ;;;;;;;;;;;;
Jannah;@AbbyRare guna poslaju or apa?;;;;;;;;;;;;
Nikkkkkkkk;@wanh_aapex simpang nak masuk bangi kopitiam area2 pos laju batu caves tu moto dgn lori;;;;;;;;;;;;
nikmansports;Yonex Arcsaber 8DX.  ONLY RM390 INCLUDING POSLAJU ULTIMAX GRIP AND COVER.  Call SMS WhatsApp… http://instagram.com/p/u0F0THRmak/ ;;;;;;;;;;;;
Izzuddin;@NichDaniel poslaju memang okay. Poslaju Senawang yang bangang. Dah sampai Rabu sampai sekarang tak hantar rumah.;;;;;;;;;;;;
Izzuddin;@NichDaniel lain kali ah. Ala ni pun poslaju yang bengong bukan pengedar tu;;;;;;;;;;;;
Izzuddin;Padia Poslaju ni barang tak sampai sampai lagi ni ?;;;;;;;;;;;;
S H A K I L A;@AteeqAriffin @pos4you awak nak pergi poslaju mana? sebab esok minggu pertama banyak pejabat tutup;;;;;;;;;;;;
shad;"@MhdFaiqqq: Esok nak masak apa eh"""" pos laju kat unisel under nama aku sikit bila dah siap.. hahahah tapi takk jauh pun msu-unisel em em..";;;;;;;;;;;;
KM;@AwwallSNA @superdryJs @sufishidan @shahmiraroaslan @radinadelen mana ada pos laju kat situ.. Pos basah adalah..;;;;;;;;;;;;
chae_;Mak suroh bangun awal pegi poslaju esok hanta brg g daddyyyyyy. Ini sangat bosani start dr 23hb hritu .. lmbab btul pos laju tu..;;;;;;;;;;;;
wanerin;:: xmungkin la ko gna pos laju smpai hri ni xsmpai2 lg kot .. melampau sngt ..;;;;;;;;;;;;
lady hAnny;Nampak gaya kau tak kan jumpa kau rini. Aku nak kunci je. Bukan nak kau pun jilake. Aku suh pos laju wat diam jek.;;;;;;;;;;;;
Alia;pos laju selalu silap rumah.;;;;;;;;;;;;
Atim Asmad™;Ke hari ni tutup semua poslaju? Haih!;;;;;;;;;;;;
Atim Asmad™;Sebenarnya aku dah lambat. Sempat lagi nak tweet kan? LOL Anyway  siapa tau poslaju yang dekat LRT Ampang tu hari buka sampai jam berapa?;;;;;;;;;;;;
Salby Mds;I'm at POSLAJU National Courier in Kota Kinabalu  Sabah https://www.swarmapp.com/c/bbVJAJeISqy ;;;;;;;;;;;;
Azwan turbokit;#sampaidenganselamat #poslaju #gdex #tnt #fedex #airpak #ta-a-bin #ups #courierservice @ Metro Driving… http://instagram.com/p/u1oEguQx1f/ ;;;;;;;;;;;;
Nur Afuat;Calon Umum / U-01 / FKAL Syahidiyanto - Wujud makann plbgai bangsa - Mesin basuh self service - Wujud prkhidmatan pos laju #prkumskal;;;;;;;;;;;;
Shahida;dah minggu baru sempat amik parcel. zzz (@ POSLAJU National Courier in Kuala Lumpur  Malaysia) http://4sq.com/1Ecty0r ;;;;;;;;;;;;
Muhammad Fahiz;I'm at POSLAJU National Courier in Kota Kinabalu  Sabah https://www.swarmapp.com/c/jA1bhBLlUfz ;;;;;;;;;;;;
Jasper;Bosan sbnrnya tunggu turn kat poslaju ni aih;;;;;;;;;;;;
Nursyahira Agus;The one thing yg kurang asam dengan Pos Laju  dia dtg tp tak dingdong. Terus tinggal notis je. Aku alih2 tgk keluar tingkap tgk dia nak bla.;;;;;;;;;;;;
pocahontas;@nohoMOHAN alright yo. I shall pos laju it. YO GOOD LUCK FOR THE NEXT PAPER YO. If you get straight A's i'll buy you a yoyo yo';;;;;;;;;;;;
S H A K I L A;petang-petang ni masih ramai lagi yang buat urusan poslaju.;;;;;;;;;;;;
Farisrizal's;@FRRfarhan haaaa hantar pkai pos laju auww ;;;;;;;;;;;;
Luqman;I'm at POSLAJU National Courier in Petaling Jaya  Selangor https://www.swarmapp.com/c/blHnasZi4nO os laju lah... Hahahaa...;;;;;;;;;;;;
Nikkkkkkkk;Esok banyak keje nak settle. Pos laju  gambar passport. Dan paling penting teman laki orang bekpes kat mamak.;;;;;;;;;;;;
Anakin;Hantar daun ketom guna pos laju. Orang ketum dah semakin kreatif ;;;;;;;;;;;;
Suhaila Rosli;First time berdepan dgn masalah cmni. Poslaju dah tak laju ke? Pakai la turbo lain kali;;;;;;;;;;;;
FadMohamed;@nur_suhaily pos laju. Darat lerrr;;;;;;;;;;;;
Sharil.S/9W2UGS;Amek 1 barang shj..hehe (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi) https://www.swarmapp.com/c/6RQj6rm86gh ;;;;;;;;;;;;
Aku Chill ™;@nuriyliana haahh boleh ape.. Pakai pos laju laahh kah! Baru laju sampai. Hahahaa;;;;;;;;;;;;
FA;Selalu dapat barang pos laju hantar. Kali ni lori KTM yg hantar.. Rare betul.;;;;;;;;;;;;
CD;@AiniMopeh aku wish laa. cuma aku pos laju.. lmbat sikit mysim hjan kang.. hahaha btw happy belated birhday..;;;;;;;;;;;;
Fadhil mohd Lias;I'm at PosLaju National Courier in Puchong  Selangor https://www.swarmapp.com/c/g2LvUGZ3yYK ;;;;;;;;;;;;
The Kun;@Sufyan_Blurr i x klass sgt. PosLaju je;;;;;;;;;;;;
mawar berduri;@farhanayunus @ciklinde cepat gak.try la apply..dia cam nak guna org..aku antaq pos laju 29 oct haritu 5nov dia call..;;;;;;;;;;;;
zalzàli;I'm at POSLAJU National Courier  Taman Perindustrian Selaman  Bangi in Bandar Baru Bangi  Selangor https://www.swarmapp.com/c/h4UgTaUh8We ;;;;;;;;;;;;
M Faudzan AlFaudzani; Singapore Kelantan Salam Alekum. Hala Hala Habibis & Habibtis. Hamdulillah  Done With PosLaju… http://instagram.com/p/vNr0YuMUzx/ ;;;;;;;;;;;;
AminuddinRedzuan;I'm at Pos Laju Batu Caves in Batu Caves  Selangor https://www.swarmapp.com/c/eCSNYR6XzdC ;;;;;;;;;;;;
Haziq Rais;I'm at POSLAJU National Courier in Kuala Lumpur  Malaysia https://www.swarmapp.com/c/ldDAQgXJ915 ;;;;;;;;;;;;
Muhammad Noorain;I'm at Pos Laju National courier https://www.swarmapp.com/c/6Kc2fOOL2IW ;;;;;;;;;;;;
zetyfzln;Post momoru (@ Poslaju National Courier) https://www.swarmapp.com/c/fLFZoYA2VKC ;;;;;;;;;;;;
Christine Lim;Y u so slow people! Zzz pick up parcel also damn long (@ Pos Laju Batu Caves in Batu Caves  Selangor) https://www.swarmapp.com/c/04y9oyf2V6D ;;;;;;;;;;;;
nikmansports;Adidas Badminton Racket P350 and P580. Only RM149 FREE STRING AND GRIP AND COVER AND FREE POSLAJU… http://instagram.com/p/vNVC-Kxmcq/ ;;;;;;;;;;;;
INFERNO;@AkHelmi x nak juahh plakk. pos laju bolehh.. hahah;;;;;;;;;;;;
_;ima  haha mengidam air carrot katenye. Esk aku buatkan. Then aku post suruh poslaju hantar. Kalau lmbt sampai aku tapo si mat dispatch tu.;;;;;;;;;;;;
Dalily Daaliya;I'm at PosLaju Batu Caves in Batu Caves  Selangor https://www.swarmapp.com/c/ird7MueK2aQ ;;;;;;;;;;;;
kush;@faizulxmustafa ooohhh duk taiping. Jauh sgt pun nak p pegang rambut. Haha hntar poslaju jelah.;;;;;;;;;;;;
Shaa;mne aku letak brg aku amek kat poslaju tadi   ughhhh !;;;;;;;;;;;;
M Faudzan AlFaudzani; Pahang Selangor Salam Alekum. Hala Hala Habibis & Habibtis. Hamdulillah  Done With PosLaju… http://instagram.com/p/vanLJKsUyM/ ;;;;;;;;;;;;
weirdo .;@yayasanra pos laju kan hado. Tia bhaaaaa !!;;;;;;;;;;;;
xlJuuN;I'm at Pos Laju National Courier https://www.swarmapp.com/c/72p1Wtbg9fp ;;;;;;;;;;;;
Der Hüter;Pos laju tapi lembab!;;;;;;;;;;;;
No Name;@Dalilaishak Senang Je . POS LAJU Ada Apa . HEHEHE;;;;;;;;;;;;
Faiz;DHL bangang. Passing kat poslaju and not a single notice;;;;;;;;;;;;
Reen;cepatlahh sihat   nak g poslaju lagi   nak anta kereta car wash lagi rini !;;;;;;;;;;;;
ahhhfathhh;@rxxhxnx bg alamat. Nama penuh. Ic yer. Jangan lupa snap resit deposit yer sis. Sy guna pos laju. Hhaha;;;;;;;;;;;;
Syiraaawrrr!;laju lah sangat poslaju ni. ;;;;;;;;;;;;
Syiraaawrrr!;mak aku dah balik kerja pun poslaju tak sampai2 lagi ni. laju betul~;;;;;;;;;;;;
Waheeda;Panduan masak #nasikerabu #NasiKerabuExpress #kelantanfood #halalfood. Mudah kan? @ Poslaju Muar http://instagram.com/p/vYCR2rIA7_/ ;;;;;;;;;;;;
A.A.S;"@RedNema: @ArdianaAnis hantar guna pos laju."""" alamat pleaseeee";;;;;;;;;;;;
Syahira Abdul Sapri;@94_MFAL okayy nanti in sha Allah pos laju . haha;;;;;;;;;;;;
BakhtiarAlJefry;@syaismail19 mcmne nk dtg sana?kena guna pos laju ke?x tau la nk gi sana mcmne.hurmmm.;;;;;;;;;;;;
JIN joose;[WTS] RAHIM LIQUID (local made) BLACK Hack Flavor 6mg 10ml Retail Price : RM15 + RM5 poslaju… http://instagram.com/p/vn-LshHNgq/ ;;;;;;;;;;;;
nick;@chelldara bedau. Mybe lmbt sikit. Kelak ya pos laju prgi melaka. Sbb ya busy.;;;;;;;;;;;;
Syiraaawrrr!;boleh jadi pickupline poslaju dak?;;;;;;;;;;;;
Syiraaawrrr!;sepenat-penat saya tunggu poslaju  penat lagi saya tunggu awak. haihh. ;;;;;;;;;;;;
seming;Ah whyyyy pos laju ><;;;;;;;;;;;;
Syiraaawrrr!;lepas 7 hari aku tunggu. dapat jugak. poslaju mmg sengaja hntr hari ni ke ape? . haha. btw thank… http://instagram.com/p/vnVpZjl8Uq/ ;;;;;;;;;;;;
ES;Pos my baby scooter ke Shah Alam. Hiksss. (@ POSLAJU JITRA) https://www.swarmapp.com/c/eQvb8XwWtkx ;;;;;;;;;;;;
Hanisahaf;I'm at Poslaju national courier in Malaysia https://www.swarmapp.com/c/czZRXTN6EpG ;;;;;;;;;;;;
Ramdhan Mohd;TERBANG LAH DGN SELAMAT.. @ POS LAJU National Courier MALAYSIA  Larkin  JB http://instagram.com/p/vnP_jACW5W/ ;;;;;;;;;;;;
Syiraaawrrr!;dah 2 kali aku tunggu tapi diorg tak buat delivery. hari ni kalau kena lagi mmg ah poslaju ni.;;;;;;;;;;;;
Syiraaawrrr!;kalau tak dpt jugak hari ni brg aku  mmg poslaju mntk kena maki ah. pic.twitter.com/X5YwbUctk2;;;;;;;;;;;;
Syiraaawrrr!;@pos4you hari ni poslaju puchong buat delivery ke tak buat ni? biasa pukul 2 lebih dah sampai kt rumah saya ni. aduiii.;;;;;;;;;;;;
Ermylia;I'm at PosLaju in George Town  Penang https://www.swarmapp.com/c/enCTh8Iqy9w ;;;;;;;;;;;;
M Faudzan AlFaudzani; Melaka Selangor Salam Alekum. Hala Hala Habibis & Habibtis. Hamdulillah  Done With PosLaju… http://instagram.com/p/vnJtbysUxh/ ;;;;;;;;;;;;
Amie;I'm at POSLAJU National Courier in Kuala Lumpur  Malaysia https://www.swarmapp.com/c/3Hj88hOzpEf ;;;;;;;;;;;;
Amir Ayup;@syira_zakaria takpe nnti mintak lah aku pos laju haha esok ahad kau mana ada kelas rilek sudah;;;;;;;;;;;;
Najo;aku dapat notis pos laju. hahaha siapa pulak pergi pos barang dekat aku ni ? ;;;;;;;;;;;;
FadiL;@DebabKacak come on   pos laju kan ade . hahah;;;;;;;;;;;;
Ezzanee Yazid;I'm at POSLAJU National Courier in Petaling Jaya  Selangor https://www.swarmapp.com/c/53ShUmDBejL ;;;;;;;;;;;;
AmJ;Okay sempoi habis poslaju.;;;;;;;;;;;;
Doss;Pos express sucks ! Poslaju pagi td settle hantar umah tp pos express hampeh x hantar then ckp unsuccessful pic.twitter.com/xyNe65jMt6;;;;;;;;;;;;
queen;Pos laju malaysia;;;;;;;;;;;;
Izzati Kamaruddin;@MSyafeqShahmi pos laju hahahah;;;;;;;;;;;;
Hisyam.D.Shukor;@nurul_nadzierah jakgi aku pos chicken chop kau pakai pos laju . Kau chill je;;;;;;;;;;;;
soffiandesa;Courier.... (@ Pos Laju National Courier in Ipoh  Perak) https://www.swarmapp.com/c/c1X5YIBx5Ov pic.twitter.com/zdFkwOElOD;;;;;;;;;;;;
unicorn;Jangan jadi bodoh kau poslaju binatang. Itu time aku pijak muka kau sebab bodoh sangat ;;;;;;;;;;;;
MUNDA;@mak_itiee setiawan. Nnt kalau ko nk guna moto ko g la amek. Nnt aku call org poslaju kata ko amek bg pihak aku.;;;;;;;;;;;;
FadiL;@Zxieeshee_ hahahah pos laju ? silap2 dah basii;;;;;;;;;;;;
nwembaka;@AfifHasnan__ pos laju sehari je hantar mana basi;;;;;;;;;;;;
nwembaka;@AfifHasnan__ kasi aku esok pos laju;;;;;;;;;;;;
fiq;Barang pertama dah sampai . Tapi kena amek kat poslaju pulak ;;;;;;;;;;;;
AIMAN MUKHASHEN;Sapa la curator pos laju ni. Bahhaaha.;;;;;;;;;;;;
tenpomes;@FatinAliya28 kalo da bosan...xnak pos laju ke refrigirator aq?(main eja je aq ni);;;;;;;;;;;;
pu hafeez;Rindu Nur Katrina Auni (@ Pusat Poslaju Dungun) https://www.swarmapp.com/c/lKNK2VHyQth ;;;;;;;;;;;;
Syahindah;"@syedhaiqal98: @MakcikEylaaa hantar sepang . Cepat pos laju au"""" nak alamat penuh senang skit cari haha";;;;;;;;;;;;
Elida;pos laju pulak tak sampai hahaha cilake ;;;;;;;;;;;;
Amirul Amer;Bkk rupenye (@ Poslaju Kangar in Kangar  Perlis) https://www.swarmapp.com/c/lSEXL2zILcQ ;;;;;;;;;;;;
seming;Poslaju pleaseee sampai ke rumah ><;;;;;;;;;;;;
MUNDA;Aku tak tahu poslaju setiawan ktne ;;;;;;;;;;;;
Yon Sapeni;For anyone who's not in Kuching  #studioAttik can post the items you like via Poslaju!!! Detail photos… http://instagram.com/p/v-MDrSvwkv/ ;;;;;;;;;;;;
Nsk Rasyid;Aduh. Kata nak g pos laju.;;;;;;;;;;;;
sitiFatimahzolkipli;#posLaju #borangBaru #purple #pos #parcel @ sifazo collection 0132939886 http://instagram.com/p/wEJ2htKnVp/ ;;;;;;;;;;;;
wapiceqap;@jielufias pos laju la;;;;;;;;;;;;
HSNL;@ayuhzhln pos laju kan ada ;;;;;;;;;;;;
pedi;@NajehaAlmasrie ada ja.. P pilih.. Pos laju la.. Pos slow takda;;;;;;;;;;;;
Aizad;I'm at POSLAJU National Courier in Kuala Lumpur  Malaysia https://www.swarmapp.com/c/bk77qkA75Kc ;;;;;;;;;;;;
-;I'm at PosLaju National Courier https://www.swarmapp.com/c/2eTFqjgZjw3 ;;;;;;;;;;;;
Mirmo Zibang;Macbeth Cancer Fighter Sedia Untuk Dipos. Thanks Brada. Kim Salam Kat Gadis2 UK. @ Pos Laju  Chukai http://instagram.com/p/wI12-FsG_s/ ;;;;;;;;;;;;
Mohd Haffiszul;I'm at POSLAJU National Courier in Kota Kinabalu  Sabah https://www.swarmapp.com/c/2o42GEGpxbD ;;;;;;;;;;;;
Zeyla Bonny;I'm at Poslaju National Courier in Keningau https://www.swarmapp.com/c/deuBEJ7nuOQ ;;;;;;;;;;;;
Aizad;aq rse yg cust pos laju ni baik dorg keje kat sini klo bgus sgt.. agk2 la men maki jek pkerja jek.. kesian... https://www.swarmapp.com/c/aL5pda5PynN ;;;;;;;;;;;;
sitiFatimahzolkipli;#order #trackingNum #byPos #posLaju #serum #sensualPlus #serumSensualPlus #sayaJual #sayaJualmurah… http://instagram.com/p/wIVePyqnWb/ ;;;;;;;;;;;;
sitiFatimahzolkipli;#order #trackingNum #byPos #posLaju #serum #sensualPlus #serumSensualPlus #sayaJual #sayaJualmurah… http://instagram.com/p/wIVLR-KnUo/ ;;;;;;;;;;;;
sitiFatimahzolkipli;#order #trackingNum #byPos #posLaju #serum #sensualPlus #serumSensualPlus #sayaJual #sayaJualmurah… http://instagram.com/p/wIR65vKnfx/ ;;;;;;;;;;;;
sitiFatimahzolkipli;#order #trackingNum #byPos #posLaju #serum #sensualPlus #serumSensualPlus #sayaJual #sayaJualmurah… http://instagram.com/p/wIRwkfqned/ ;;;;;;;;;;;;
sitiFatimahzolkipli;#order #trackingNum #byPos #posLaju #serum #sensualPlus #serumSensualPlus #sayaJual #sayaJualmurah… http://instagram.com/p/wIQ6x-qnZI/ ;;;;;;;;;;;;
amirhams;Lawak la flying kick pos laju . ;;;;;;;;;;;;
Epaaaa;Bila poslaju nk sampai kt rumah niiii ;;;;;;;;;;;;
nep;@ArissaAbree poslaju kan adaaaaa? *ala ala iklan tv;;;;;;;;;;;;
nial;Happy birthday @SYAIRAXCX may Allah blessed you hadiah esok poslaju hantar kalau selamat pos tu sampai la hehe;;;;;;;;;;;;
a!0nG;@sufially nti aq pos ngan pos laju deh..mg tgu ah dpan rumoh tuh..hahaha...taon dpan sapa ah..;;;;;;;;;;;;
Asst.Mak;Motor gua kt mna ye. Poslaju tak update ke;;;;;;;;;;;;
Liny Aziz;Salam. My happy #chewnglow customer. Esok akan pos by pos laju chew n glow  sebelum pukul 3pm. Ada… http://instagram.com/p/wS_roAAfWk/ ;;;;;;;;;;;;
James Toh [SDMN];New cap! Dudes be like #keepingitfresh #swag #yolo #coolz #plastic #newera @ Poslaju National Courier… http://instagram.com/p/wSv23vzWeR/ ;;;;;;;;;;;;
Taufik Art;I'm at Pos laju national courier in Jitra  Kedah https://www.swarmapp.com/c/lTnLLWmHY1z ;;;;;;;;;;;;
Muhammad Nazwan;hey hey hey.. look what's just drop by... #abstraxjingga #masterpiece #jersey #v2 @ Pos Laju http://instagram.com/p/wSro83JmJM/ ;;;;;;;;;;;;
PuDiN4MiR;#poslaju hari ahad masih buka jam 9  dalam matlamat memudahkan proses penghantaran terutama memudahkan… http://instagram.com/p/wSdVXEuaKg/ ;;;;;;;;;;;;
:);Satu masalah hilang satu masalah timbul  Pos laju analisis berapa kilo dalam sampul ;;;;;;;;;;;;
Poytz OG;@Fatinatihrah poslaju kan ada ;;;;;;;;;;;;
Mirza;@diniefakhira maleh nak bangun ah . Kau masakkan blh pastu hantar pakai postman or poslaju;;;;;;;;;;;;
J E Y;@itehii Doh mu nok hok ane se ey ? Malboro ade sekotok. Baru beli. Aku pos laju ke jb terus lah.;;;;;;;;;;;;
Jeon;yeay esok ayah ambilkan kat pos laju!;;;;;;;;;;;;
elena;sem break's routine @ Poslaju Kuala Terengganu  Terengganu http://instagram.com/p/wqcAdNDw__/ ;;;;;;;;;;;;
Bapak Ah !;Hadiah yeayyy (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi in Bandar Baru Bangi  Selangor) https://www.swarmapp.com/c/cQECNQKQym7 ;;;;;;;;;;;;
shennizzah;2nd batch untuk organichairremoval tq semua !!!tq tq tq (@ PosLaju in Shah Alam  Selangor w/ @ludibrahim) https://www.swarmapp.com/c/dRzRniQfqie ;;;;;;;;;;;;
Jeon;Bila parcel nak sampai ni. Abang pos laju cepat lah datang!;;;;;;;;;;;;
gohhow;@jocelynys_ pos laju to you haha;;;;;;;;;;;;
AM.;Another post session (@ Pos Laju National Courier in Seremban  Negeri Sembilan) https://www.swarmapp.com/c/ir63Yif5W43 ;;;;;;;;;;;;
emmashahera;@anembakhtiar morning abg .. ayang baru bangun ni .. tetiba rindu nk tiom tiak abg . Kasi poslaju tiak abg sikit;;;;;;;;;;;;
azwari @-}--;Saket hati pulop dgn poslaju ni  contact lens x smpai2 kt customer  ckp poslaju ni bkn poslaju ni poslambat #poslaju;;;;;;;;;;;;
JIN joose;[WTS] ASPIRE Nautilus  Original set Retail Price : RM110 +RM5 poslaju within Malaysia COD… http://instagram.com/p/wwWyAAHNv_/ ;;;;;;;;;;;;
JIN joose;[WTS] #ejuice #eliquid TK VAPOR (local made)  Guava 10ml @ 6mg Retail Price : RM15 + RM5 poslaju… http://instagram.com/p/wwHlWpnNlp/ ;;;;;;;;;;;;
Arisha;"RT """"@PoketPress: Reatock due to popular demand. #theprisonerofsorrow by @ArishaRozaidee. Poslaju begins tomorrow. pic.twitter.com/X2Fd66GplB""""";;;;;;;;;;;;
Ayang Gomez;pretzel in the house! uolls boleh dapatkan dan datang ke boutique cafe atau pun by poslaju pun boleh!… http://instagram.com/p/wvx0-bHo-O/ ;;;;;;;;;;;;
M05H M4LL0W.;I'm at Pos Laju in Johor Bahru  Johor/Malaysia https://www.swarmapp.com/c/2Aha3S3RldO ;;;;;;;;;;;;
2301;pos laju mohon cepat aku dah order barg sejak dari hari isnin hahaha tak sampai lagi;;;;;;;;;;;;
^^;pos visor (@ PosLaju Larkin in Johor Bahru) http://4sq.com/1z78Dwb ;;;;;;;;;;;;
Mohd Redzuan Azmi;post pomade..alhamdulillah.. (@ Pos Laju National Courier in Seremban  Negeri Sembilan) https://www.swarmapp.com/c/bXgKyi9iYEq ;;;;;;;;;;;;
Hafizi Zainal;Alhamdulillah cookies tu dah sampai kat org yg order.. Cuma rupa cookies tu tak rupa cookies sgt sbb biasa la pos laju suka campak2..;;;;;;;;;;;;
uzen kassim;Tengah best makan dengan anak2  dengar bunyi hon...rupa2nya adik poslaju sampai hantar stock  tadi2… http://instagram.com/p/wvVjPwneLX/ ;;;;;;;;;;;;
frvreznr;Malas ku mw p pos laju;;;;;;;;;;;;
BonBon®;@ciciomeyy aku bukannya parents kau.suruh parent kau hantar naik pos laju.;;;;;;;;;;;;
nurulsyaff;@ShazzYusof_ pos laju tutup ah da malam ;;;;;;;;;;;;
Z;@imyourfrenemyx tggu. Esok poslaju hantaq.;;;;;;;;;;;;
Kcc;@NatelynBoey pos laju xD;;;;;;;;;;;;
ino;"# KalauSantaMelayu dia x hantar satu² hadiah ke rumah  dia mesti pakai Pos Laju punya. Kau ingat melayu rajin ?""""";;;;;;;;;;;;
Doffy;@SyaifulNas pos laju au. Malas tunggu lme lme. Hahaha;;;;;;;;;;;;
liyanazahtul;@AlwanieIberahim Poslaju sempat kot. Xpun mai la delivery sendiri...haha.;;;;;;;;;;;;
Azril;@syukwina ehh lupa cawangan pos laju banyak tutup sebab banjir mungkin takleh hantar kut hahaha;;;;;;;;;;;;
Azril;@syukwina hahaha bolehh tapi kalau nak hantar pos laju mungkin dlm 3 hari sampai lah ;;;;;;;;;;;;
Mai;2 3 jam aku tunggu post laju dtg. Oh lupa hari ni X-mas menyesal aku tunggu  patutlah binggung knpa pos laju tadtg;;;;;;;;;;;;
thisistagattack;Rm15 per pcs Add Rm5(pos laju) Wassap 0172389914 Wechat thisistagattack Lanyards by TITA pic.twitter.com/TeoM4XZ6wv;;;;;;;;;;;;
k;@AliahAmira_ poslaju tak berapa laju  banjir. Ahaha ;;;;;;;;;;;;
azriel;@udin_najmuddin mana la tahu din.ni dia pokai pos laju helicopter pnya.untuk kau kan. haritu keluar berita helicopter terhempas.;;;;;;;;;;;;
MadMinHo;@WAIFY10 tu la..sepatutnya 2-3 hari ja pos laju..oh hilang ka? Kalau ada tracking no senang sikit..so kay la aku tunggu ja la;;;;;;;;;;;;
MB Fashion Jalanan;Mr.Postman! (@ Pos Laju in Johor Bahru  Johor/Malaysia) https://www.swarmapp.com/c/2MuSTRWXKIo ;;;;;;;;;;;;
Nur Syahirah;Bila brg nk sampai ni . Hye abg pos laju . ;;;;;;;;;;;;
KedaiHelmet;#khvespa #THROWBACK penghantaran lampcap #lx150 ke #melaka semalam dengan #poslaju Terima kasih lagi… http://instagram.com/p/xGC4rpO2ha/ ;;;;;;;;;;;;
NH;"@ben_keymark: @dayafaka94 pos laju cuti cuti pristiwa""""cuty peristiwa mane datang oii air asia ?""""";;;;;;;;;;;;
Ajah.;Pos laju mari   teruh tak ngatok hahahahaha . Nk tido mls dh;;;;;;;;;;;;
h4.rizz;Service Poslaju mcm pantat;;;;;;;;;;;;
Ajah.;Nk tido takot pos laju mari mate ngatok sgt ni .;;;;;;;;;;;;
Patrick The Pink;@amz40 tlong crikkn baju saiz besar utk aku satu.. aku bayar + pos laju . 5xl size.. :);;;;;;;;;;;;
Rapek;Poslaju (@ Pos Malaysia Berhad in Bandar Tenggara  Johor) https://www.swarmapp.com/c/hgEVrRDBKri ;;;;;;;;;;;;
MFAG;I'm at POSLAJU National Courier in Petaling Jaya  Selangor https://www.swarmapp.com/c/kH7aFHw77gX ;;;;;;;;;;;;
Eccedentesiast;"@zakiahanisaa: Nama je pos laju tapi taklah laju maneee haha"""" hahaha.. laju sikit dari line internet ni haa .";;;;;;;;;;;;
Eccedentesiast;Haaa pos laju..?;;;;;;;;;;;;
Jazzil iffad;Call ak just tanya... Pos laju berapa ringgit... Puih la Cikgu Anip ni... Rindu ak la 2;;;;;;;;;;;;
Nurariefah Roslan;TAKE NOTE !!!!!!! - pembetulan ayat disitu. Bukan delivery tapi poslaju. @ Review by Legasi http://instagram.com/p/xMX8JqivRK/ ;;;;;;;;;;;;
Doffy;@SyaifulNas hg pi mampuih. Pos laju aku pun tak sampei;;;;;;;;;;;;
MIMIN;@___EP___ kau tunggu aku pos laju.;;;;;;;;;;;;
SHQue.;@nsyrdn hahaha kenapa i mcm sedih baca ayat tu. okay nanti i pos laju kan nasi kandar tu laju2 nanti smpai kat you still panas lagi. okay? ;;;;;;;;;;;;
JEFFERY;@MiraMohdAmir send no fon nanti aku pos laju #eh;;;;;;;;;;;;
SNR;Bergerakkah pos laju kalau ke dungun ? aiyoo;;;;;;;;;;;;
SNR;Haha sekarang ni banjir x surut lagi so xpayah nak berangan nak pos laju ka apa;;;;;;;;;;;;
aziemah;Semoga tahun baru ada orang nak poslaju kat rumah baju nastia ni. pic.twitter.com/3bXDTPUSws;;;;;;;;;;;;
Hisyam.D.Shukor;@tyyralambert Nak pos laju ? Nak stem 50 sen ? Singgit ? 30 ringgit ?;;;;;;;;;;;;
Hisyam.D.Shukor;@tyyralambert Nak pos laju ke pos skynet ?;;;;;;;;;;;;
JIN joose;[WTS] YOLO (local made)  Mc Go 30ml Retail Price : RM45 + RM5 poslaju within Malaysia COD… http://instagram.com/p/xTpAHNnNot/ ;;;;;;;;;;;;
Danial Zainuddin;@HusnaZaini tapiiiii I nak yg betul2 :((( pos laju pleasee hahaha :pppp duduk dalam bilik baring hm bosan tahun baru ni hahahhaha;;;;;;;;;;;;
Hafiz;So  this is what I received from Poslaju today It's my christmas pack from mydateisabook! What is… http://instagram.com/p/xRMHa2MKI_/ ;;;;;;;;;;;;
Hafiz;So  this is what I received from Poslaju today It's my christmas pack from mydateisabook! What is… http://instagram.com/p/xRLgiDsKIM/ ;;;;;;;;;;;;
Razzatul Nadia ™;I'm at Poslaju Pekan Nanas in Pekan Nanas  Johor https://www.swarmapp.com/c/8BCSMeprnet ;;;;;;;;;;;;
str;"@Pehal_Sentap: Sumpah Pecah! Hahaha steady lah pos laju pic.twitter.com/diMjkw8lgn"""" hahahahahaha tak ku sangkaaa";;;;;;;;;;;;
